08:32	START	185
08:33	END	173
08:34	END	172
08:38	START	186
08:39	END	161
08:40	END	160
08:42	END	167
08:43	END	166
08:44	START	187
08:46	START	188
08:47	START	189
08:49	START	190
08:52	START	191
08:53	END	165
08:56	START	192
08:57	START	193
08:59	END	193
09:00	END	192
09:02	START	194
09:03	END	194
09:04	END	164
09:05	START	195
09:06	END	195
09:09	END	186
09:11	END	187
09:12	END	184
09:13	START	196
09:14	START	197
09:15	START	198
09:16	END	197
09:17	END	196
09:18	END	198
09:20	END	117
09:22	START	199
09:23	END	199
09:25	START	200
09:26	END	200
09:27	END	185
09:28	END	116
09:29	START	201
09:30	START	202
09:31	START	203
09:33	END	201
09:34	END	203
09:37	START	204
09:38	START	205
09:40	END	205
09:41	END	204
09:42	END	202
09:43	END	190
09:44	START	206
09:45	START	207
09:46	START	208
09:47	START	209
09:48	END	207
09:50	END	206
09:51	END	208
09:52	START	210
09:53	END	209
09:54	END	210
09:59	END	115
10:00	START	211
10:01	START	212
10:02	START	213
10:05	END	212
10:06	START	214
10:07	END	213
10:10	START	215
10:11	START	216
10:13	START	217
10:16	END	216
10:17	START	218
10:18	START	219
10:20	END	217
10:21	END	218
10:22	END	219
10:23	START	220
10:24	START	221
10:25	START	222
10:26	START	223
10:27	END	220
10:28	END	221
10:30	START	224
10:31	START	225
10:32	START	226
10:33	START	227
10:34	START	228
10:35	START	229
10:36	START	230
10:38	START	231
10:39	START	232
10:40	END	222
10:41	START	233
10:43	START	234
10:44	END	223
10:45	END	214
10:46	END	215
10:48	START	235
10:49	START	236
10:50	START	237
10:51	END	211
10:52	END	237
10:53	START	238
10:54	END	238
10:56	START	239
10:57	START	240
10:59	START	241
11:01	START	242
11:02	START	243
11:03	END	239
11:04	START	244
11:05	END	236
11:07	END	235
11:08	START	245
11:09	START	246
11:12	END	234
11:15	START	247
11:16	START	248
11:20	END	233
11:22	END	232
11:23	START	249
11:24	START	250
11:25	START	251
11:26	START	252
11:28	START	253
11:31	END	191
11:33	START	254
11:34	END	188
11:37	START	255
11:39	END	189
11:40	END	178
11:41	END	179
11:42	END	57
11:43	END	176
11:44	END	56
11:45	START	256
11:47	END	256
11:50	START	257
11:52	START	258
11:53	END	258
11:54	END	257
11:55	START	259
11:56	START	260
11:57	END	259
11:58	END	260
11:59	END	177
12:00	END	63
12:01	START	261
12:03	END	261
12:05	START	262
12:06	END	262
12:07	START	263
12:08	START	264
12:10	END	263
12:12	END	264
12:13	END	182
12:14	START	265
12:15	END	265
12:16	END	62
12:21	START	266
12:23	END	266
12:24	END	183
12:25	END	61
12:26	END	180
12:27	END	60
12:28	END	181
12:29	START	267
12:30	START	268
12:31	END	267
12:32	START	269
12:33	END	268
12:34	START	270
12:35	START	271
12:37	END	270
12:38	END	271
12:40	START	272
12:41	END	272
12:42	START	273
12:43	END	273
12:44	END	269
12:45	START	274
12:47	START	275
12:51	END	275
12:55	END	274
12:56	START	276
12:57	START	277
12:58	START	278
12:59	START	279
13:00	START	280
13:01	START	281
13:02	START	282
13:03	END	279
13:04	END	278
13:09	START	283
13:12	END	277
13:13	END	276
13:14	END	283
13:16	END	282
13:17	END	281
13:21	START	284
13:22	END	280
13:24	START	285
13:26	END	285
13:28	START	286
13:29	START	287
13:30	END	287
13:31	START	288
13:32	END	286
13:34	START	289
13:35	END	284
13:37	START	290
13:39	START	291
13:40	END	288
13:42	END	289
13:44	END	290
13:45	END	291
13:46	END	231
13:47	START	292
13:49	START	293
13:51	START	294
13:52	START	295
13:53	END	292
13:54	END	293
13:55	START	296
13:56	END	294
13:58	START	297
14:00	END	295
14:01	START	298
14:02	END	296
14:03	START	299
14:04	END	297
14:05	END	298
14:06	START	300
14:07	START	301
14:09	END	299
14:10	START	302
14:11	END	300
14:12	END	301
14:14	END	302
14:15	START	303
14:16	START	304
14:17	START	305
14:19	START	306
14:20	START	307
14:22	END	305
14:23	END	304
14:24	START	308
14:25	END	307
14:26	START	309
14:27	END	306
14:28	END	309
14:35	START	310
14:36	START	311
14:37	START	312
14:38	START	313
14:39	END	308
14:40	START	314
14:42	START	315
14:43	START	316
14:45	END	311
14:48	END	310
14:51	START	317
14:52	START	318
14:54	START	319
14:55	START	320
14:58	START	321
15:00	END	313
15:01	START	322
15:02	END	312
15:03	START	323
15:04	START	324
15:05	END	315
15:07	END	314
15:08	END	317
15:10	END	316
15:11	START	325
15:12	END	319
15:14	END	318
15:15	END	303
15:16	END	324
15:17	START	326
15:18	START	327
15:19	START	328
15:21	END	326
15:23	START	329
15:24	START	330
15:25	END	327
15:26	START	331
15:27	END	325
15:29	END	322
15:30	END	323
15:31	END	320
15:32	END	321
15:35	END	330
15:36	END	331
15:37	END	328
15:38	END	329
15:39	END	230
15:40	END	229
15:41	END	228
15:42	START	332
15:43	END	332
15:45	START	333
15:46	END	333
15:47	START	334
15:48	END	334
15:49	END	227
15:50	START	335
15:52	END	335
15:53	START	336
15:55	END	336
15:56	END	226
15:58	START	337
16:01	START	338
16:03	START	339
16:05	START	340
16:06	END	340
16:07	END	339
16:08	END	338
16:12	END	337
16:13	START	341
16:14	START	342
16:15	END	342
16:16	START	343
16:18	START	344
16:19	END	343
16:20	START	345
16:21	START	346
16:23	END	341
16:24	END	346
16:25	END	345
16:29	START	347
16:30	END	347
16:32	START	348
16:33	END	348
16:34	START	349
16:36	START	350
16:37	START	351
16:38	END	351
16:39	START	352
16:40	END	350
